Job_ID,Machine_ID,Job_Status,orig_Scheduled_start,orig_Scheduled_end,pred_abnormal_prob,optimized_start,optimized_end,Processing_Time,Energy_Consumption,tardiness_min
J045,M02,Completed,2023-03-18 15:20:00,2023-03-18 16:38:00,0.0,2023-04-04 12:22:00,2023-04-04 13:40:00,78.0,3.03,24302.0
J046,M03,Delayed,2023-03-18 15:30:00,2023-03-18 16:00:00,0.9933333333333333,2023-04-02 20:04:00,2023-04-02 20:34:00,30.0,7.15,21874.0
J047,M02,Completed,2023-03-18 15:40:00,2023-03-18 16:05:00,0.0,2023-04-04 11:57:00,2023-04-04 12:22:00,25.0,10.09,24257.0
J048,M02,Completed,2023-03-18 15:50:00,2023-03-18 17:05:00,0.006666666666666667,2023-04-04 10:42:00,2023-04-04 11:57:00,75.0,4.12,24172.0
J049,M02,Completed,2023-03-18 16:00:00,2023-03-18 16:33:00,0.006666666666666667,2023-04-04 10:09:00,2023-04-04 10:42:00,33.0,7.55,24129.0
J050,M01,Delayed,2023-03-18 16:10:00,2023-03-18 17:54:00,1.0,2023-04-03 23:44:00,2023-04-04 01:28:00,104.0,3.09,23494.0
J051,M04,Failed,2023-03-18 16:20:00,2023-03-18 16:44:00,0.9866666666666667,2023-04-03 13:02:00,2023-04-03 13:26:00,24.0,7.26,22842.0
J052,M05,Completed,2023-03-18 16:30:00,2023-03-18 16:53:00,0.006666666666666667,2023-04-03 11:50:00,2023-04-03 12:13:00,23.0,9.2,22760.0
J053,M02,Completed,2023-03-18 16:40:00,2023-03-18 18:17:00,0.0,2023-04-04 08:32:00,2023-04-04 10:09:00,97.0,4.77,23992.0
J054,M05,Delayed,2023-03-18 16:50:00,2023-03-18 17:54:00,1.0,2023-04-03 10:46:00,2023-04-03 11:50:00,64.0,6.66,22676.0
J055,M05,Completed,2023-03-18 17:00:00,2023-03-18 18:56:00,0.006666666666666667,2023-04-03 08:50:00,2023-04-03 10:46:00,116.0,13.1,22550.0
J056,M01,Completed,2023-03-18 17:10:00,2023-03-18 18:54:00,0.006666666666666667,2023-04-03 22:00:00,2023-04-03 23:44:00,104.0,11.91,23330.0
J057,M02,Completed,2023-03-18 17:20:00,2023-03-18 17:51:00,0.013333333333333334,2023-04-04 08:01:00,2023-04-04 08:32:00,31.0,6.53,23921.0
J058,M01,Completed,2023-03-18 17:30:00,2023-03-18 18:53:00,0.02,2023-04-03 20:37:00,2023-04-03 22:00:00,83.0,8.42,23227.0
J059,M05,Delayed,2023-03-18 17:40:00,2023-03-18 18:42:00,1.0,2023-04-03 07:48:00,2023-04-03 08:50:00,62.0,6.06,22448.0
J060,M01,Completed,2023-03-18 17:50:00,2023-03-18 18:56:00,0.0,2023-04-03 19:31:00,2023-04-03 20:37:00,66.0,8.69,23141.0
J061,M02,Failed,2023-03-18 18:00:00,2023-03-18 19:50:00,0.98,2023-04-04 06:11:00,2023-04-04 08:01:00,110.0,6.98,23771.0
J062,M02,Delayed,2023-03-18 18:10:00,2023-03-18 19:48:00,1.0,2023-04-04 04:33:00,2023-04-04 06:11:00,98.0,9.93,23663.0
J063,M02,Failed,2023-03-18 18:20:00,2023-03-18 19:07:00,0.9933333333333333,2023-04-04 03:46:00,2023-04-04 04:33:00,47.0,8.4,23606.0
J064,M02,Completed,2023-03-18 18:30:00,2023-03-18 19:41:00,0.0,2023-04-04 02:35:00,2023-04-04 03:46:00,71.0,7.42,23525.0
J065,M03,Failed,2023-03-18 18:40:00,2023-03-18 19:03:00,0.9666666666666667,2023-04-02 19:41:00,2023-04-02 20:04:00,23.0,6.8,21661.0
J066,M03,Delayed,2023-03-18 18:50:00,2023-03-18 19:42:00,0.9933333333333333,2023-04-02 18:49:00,2023-04-02 19:41:00,52.0,2.09,21599.0
J067,M02,Delayed,2023-03-18 19:00:00,2023-03-18 19:23:00,1.0,2023-04-04 02:12:00,2023-04-04 02:35:00,23.0,3.79,23472.0
J068,M02,Completed,2023-03-18 19:10:00,2023-03-18 21:06:00,0.013333333333333334,2023-04-04 00:16:00,2023-04-04 02:12:00,116.0,9.64,23346.0
J069,M04,Completed,2023-03-18 19:20:00,2023-03-18 19:49:00,0.013333333333333334,2023-04-03 12:33:00,2023-04-03 13:02:00,29.0,9.58,22633.0
J070,M04,Failed,2023-03-18 19:30:00,2023-03-18 20:24:00,0.9266666666666666,2023-04-03 11:39:00,2023-04-03 12:33:00,54.0,2.46,22569.0
J071,M04,Completed,2023-03-18 19:40:00,2023-03-18 20:05:00,0.02,2023-04-03 11:14:00,2023-04-03 11:39:00,25.0,7.29,22534.0
J072,M05,Completed,2023-03-18 19:50:00,2023-03-18 20:58:00,0.0,2023-04-03 06:40:00,2023-04-03 07:48:00,68.0,6.05,22250.0
J073,M04,Completed,2023-03-18 20:00:00,2023-03-18 21:52:00,0.0,2023-04-03 09:22:00,2023-04-03 11:14:00,112.0,11.57,22402.0
J074,M04,Completed,2023-03-18 20:10:00,2023-03-18 21:15:00,0.0,2023-04-03 08:17:00,2023-04-03 09:22:00,65.0,12.97,22327.0
J075,M05,Completed,2023-03-18 20:20:00,2023-03-18 21:45:00,0.0,2023-04-03 05:15:00,2023-04-03 06:40:00,85.0,7.52,22135.0
J076,M01,Failed,2023-03-18 20:30:00,2023-03-18 22:09:00,0.94,2023-04-03 17:52:00,2023-04-03 19:31:00,99.0,10.01,22882.0
J077,M01,Completed,2023-03-18 20:40:00,2023-03-18 21:42:00,0.0,2023-04-03 16:50:00,2023-04-03 17:52:00,62.0,7.46,22810.0
J078,M02,Delayed,2023-03-18 20:50:00,2023-03-18 22:37:00,0.9933333333333333,2023-04-03 22:29:00,2023-04-04 00:16:00,107.0,2.2,23139.0
J079,M05,Delayed,2023-03-18 21:00:00,2023-03-18 22:24:00,0.9933333333333333,2023-04-03 03:51:00,2023-04-03 05:15:00,84.0,7.43,22011.0
J080,M04,Completed,2023-03-18 21:10:00,2023-03-18 22:32:00,0.006666666666666667,2023-04-03 06:55:00,2023-04-03 08:17:00,82.0,14.62,22185.0
J081,M02,Completed,2023-03-18 21:20:00,2023-03-18 22:29:00,0.0,2023-04-03 21:20:00,2023-04-03 22:29:00,69.0,11.72,23040.0
J082,M01,Completed,2023-03-18 21:30:00,2023-03-18 21:54:00,0.006666666666666667,2023-04-03 16:26:00,2023-04-03 16:50:00,24.0,13.39,22736.0
J083,M03,Completed,2023-03-18 21:40:00,2023-03-18 22:39:00,0.006666666666666667,2023-04-02 17:50:00,2023-04-02 18:49:00,59.0,12.15,21370.0
J084,M05,Delayed,2023-03-18 21:50:00,2023-03-18 23:07:00,0.9933333333333333,2023-04-03 02:34:00,2023-04-03 03:51:00,77.0,11.36,21884.0
J085,M02,Completed,2023-03-18 22:00:00,2023-03-18 22:44:00,0.0,2023-04-03 20:36:00,2023-04-03 21:20:00,44.0,3.35,22956.0
J086,M05,Completed,2023-03-18 22:10:00,2023-03-18 23:27:00,0.0,2023-04-03 01:17:00,2023-04-03 02:34:00,77.0,14.07,21787.0
J087,M03,Delayed,2023-03-18 22:20:00,2023-03-18 23:19:00,0.9933333333333333,2023-04-02 16:51:00,2023-04-02 17:50:00,59.0,14.83,21271.0
J088,M04,Completed,2023-03-18 22:30:00,2023-03-18 23:30:00,0.013333333333333334,2023-04-03 05:55:00,2023-04-03 06:55:00,60.0,9.56,22045.0
J089,M04,Completed,2023-03-18 22:40:00,2023-03-18 23:35:00,0.0,2023-04-03 05:00:00,2023-04-03 05:55:00,55.0,14.16,21980.0
J090,M02,Delayed,2023-03-18 22:50:00,2023-03-18 23:17:00,1.0,2023-04-03 20:09:00,2023-04-03 20:36:00,27.0,12.34,22879.0
J091,M02,Completed,2023-03-18 23:00:00,2023-03-19 00:00:00,0.013333333333333334,2023-04-03 19:09:00,2023-04-03 20:09:00,60.0,14.6,22809.0
J092,M03,Failed,2023-03-18 23:10:00,2023-03-19 00:40:00,0.9666666666666667,2023-04-02 15:21:00,2023-04-02 16:51:00,90.0,8.14,21131.0
J093,M03,Delayed,2023-03-18 23:20:00,2023-03-19 00:46:00,1.0,2023-04-02 13:55:00,2023-04-02 15:21:00,86.0,9.92,21035.0
J094,M05,Delayed,2023-03-18 23:30:00,2023-03-19 00:21:00,1.0,2023-04-03 00:26:00,2023-04-03 01:17:00,51.0,7.61,21656.0
J095,M03,Completed,2023-03-18 23:40:00,2023-03-19 01:33:00,0.006666666666666667,2023-04-02 12:02:00,2023-04-02 13:55:00,113.0,9.22,20902.0
J096,M05,Delayed,2023-03-18 23:50:00,2023-03-19 01:40:00,0.9866666666666667,2023-04-02 22:36:00,2023-04-03 00:26:00,110.0,10.67,21526.0
J097,M04,Delayed,2023-03-19 00:00:00,2023-03-19 00:57:00,1.0,2023-04-03 04:03:00,2023-04-03 05:00:00,57.0,3.8,21843.0
J098,M03,Completed,2023-03-19 00:10:00,2023-03-19 01:41:00,0.013333333333333334,2023-04-02 10:31:00,2023-04-02 12:02:00,91.0,14.55,20781.0
J099,M05,Failed,2023-03-19 00:20:00,2023-03-19 00:53:00,0.92,2023-04-02 22:03:00,2023-04-02 22:36:00,33.0,3.17,21463.0
J100,M02,Completed,2023-03-19 00:30:00,2023-03-19 00:57:00,0.006666666666666667,2023-04-03 18:42:00,2023-04-03 19:09:00,27.0,12.24,22692.0
J101,M05,Completed,2023-03-19 00:40:00,2023-03-19 01:17:00,0.0,2023-04-02 21:26:00,2023-04-02 22:03:00,37.0,4.73,21406.0
J102,M04,Completed,2023-03-19 00:50:00,2023-03-19 02:40:00,0.006666666666666667,2023-04-03 02:13:00,2023-04-03 04:03:00,110.0,14.56,21683.0
J103,M05,Delayed,2023-03-19 01:00:00,2023-03-19 02:45:00,1.0,2023-04-02 19:41:00,2023-04-02 21:26:00,105.0,9.97,21281.0
J104,M05,Completed,2023-03-19 01:10:00,2023-03-19 02:12:00,0.0,2023-04-02 18:39:00,2023-04-02 19:41:00,62.0,8.45,21209.0
J105,M03,Completed,2023-03-19 01:20:00,2023-03-19 02:03:00,0.0,2023-04-02 09:48:00,2023-04-02 10:31:00,43.0,13.65,20668.0
J106,M03,Completed,2023-03-19 01:30:00,2023-03-19 03:17:00,0.0,2023-04-02 08:01:00,2023-04-02 09:48:00,107.0,8.8,20551.0
J107,M04,Failed,2023-03-19 01:40:00,2023-03-19 03:23:00,1.0,2023-04-03 00:30:00,2023-04-03 02:13:00,103.0,13.37,21530.0
J108,M05,Completed,2023-03-19 01:50:00,2023-03-19 03:08:00,0.006666666666666667,2023-04-02 17:21:00,2023-04-02 18:39:00,78.0,14.78,21091.0
J109,M05,Completed,2023-03-19 02:00:00,2023-03-19 03:42:00,0.013333333333333334,2023-04-02 15:39:00,2023-04-02 17:21:00,102.0,5.14,20979.0
J110,M05,Completed,2023-03-19 02:10:00,2023-03-19 03:57:00,0.006666666666666667,2023-04-02 13:52:00,2023-04-02 15:39:00,107.0,9.31,20862.0
J111,M01,Completed,2023-03-19 02:20:00,2023-03-19 04:19:00,0.006666666666666667,2023-04-03 14:27:00,2023-04-03 16:26:00,119.0,13.26,22327.0
J112,M02,Completed,2023-03-19 02:30:00,2023-03-19 03:44:00,0.0,2023-04-03 17:28:00,2023-04-03 18:42:00,74.0,7.12,22498.0
J113,M01,Completed,2023-03-19 02:40:00,2023-03-19 04:23:00,0.0,2023-04-03 12:44:00,2023-04-03 14:27:00,103.0,2.25,22204.0
J114,M01,Delayed,2023-03-19 02:50:00,2023-03-19 04:46:00,0.9933333333333333,2023-04-03 10:48:00,2023-04-03 12:44:00,116.0,4.36,22078.0
J115,M04,Completed,2023-03-19 03:00:00,2023-03-19 04:54:00,0.0,2023-04-02 22:36:00,2023-04-03 00:30:00,114.0,9.49,21336.0
J116,M04,Completed,2023-03-19 03:10:00,2023-03-19 04:27:00,0.006666666666666667,2023-04-02 21:19:00,2023-04-02 22:36:00,77.0,5.69,21249.0
J117,M02,Completed,2023-03-19 03:20:00,2023-03-19 04:27:00,0.0,2023-04-03 16:21:00,2023-04-03 17:28:00,67.0,5.41,22381.0
J118,M02,Failed,2023-03-19 03:30:00,2023-03-19 04:38:00,0.9533333333333334,2023-04-03 15:13:00,2023-04-03 16:21:00,68.0,12.12,22303.0
J119,M04,Completed,2023-03-19 03:40:00,2023-03-19 04:38:00,0.013333333333333334,2023-04-02 20:21:00,2023-04-02 21:19:00,58.0,6.55,21161.0
J120,M04,Completed,2023-03-19 03:50:00,2023-03-19 04:23:00,0.0,2023-04-02 19:48:00,2023-04-02 20:21:00,33.0,5.5,21118.0
J121,M05,Completed,2023-03-19 04:00:00,2023-03-19 04:39:00,0.0,2023-04-02 13:13:00,2023-04-02 13:52:00,39.0,8.06,20713.0
J122,M02,Completed,2023-03-19 04:10:00,2023-03-19 05:52:00,0.0,2023-04-03 13:31:00,2023-04-03 15:13:00,102.0,7.75,22161.0
J123,M04,Completed,2023-03-19 04:20:00,2023-03-19 05:45:00,0.0,2023-04-02 18:23:00,2023-04-02 19:48:00,85.0,8.35,21003.0
J124,M01,Completed,2023-03-19 04:30:00,2023-03-19 05:10:00,0.0,2023-04-03 10:08:00,2023-04-03 10:48:00,40.0,4.42,21938.0
J125,M02,Completed,2023-03-19 04:40:00,2023-03-19 05:56:00,0.0,2023-04-03 12:15:00,2023-04-03 13:31:00,76.0,3.58,22055.0
J126,M01,Completed,2023-03-19 04:50:00,2023-03-19 06:00:00,0.0,2023-04-03 08:58:00,2023-04-03 10:08:00,70.0,5.07,21848.0
J127,M04,Delayed,2023-03-19 05:00:00,2023-03-19 05:27:00,0.9933333333333333,2023-04-02 17:56:00,2023-04-02 18:23:00,27.0,6.94,20936.0
J128,M04,Completed,2023-03-19 05:10:00,2023-03-19 05:50:00,0.0,2023-04-02 17:16:00,2023-04-02 17:56:00,40.0,10.06,20886.0
J129,M05,Completed,2023-03-19 05:20:00,2023-03-19 06:05:00,0.0,2023-04-02 12:28:00,2023-04-02 13:13:00,45.0,7.75,20588.0
J130,M02,Completed,2023-03-19 05:30:00,2023-03-19 06:48:00,0.05333333333333334,2023-04-03 10:57:00,2023-04-03 12:15:00,78.0,2.49,21927.0
J131,M04,Completed,2023-03-19 05:40:00,2023-03-19 06:58:00,0.006666666666666667,2023-04-02 15:58:00,2023-04-02 17:16:00,78.0,4.87,20778.0
J132,M01,Delayed,2023-03-19 05:50:00,2023-03-19 07:00:00,1.0,2023-04-03 07:48:00,2023-04-03 08:58:00,70.0,10.68,21718.0
J133,M01,Completed,2023-03-19 06:00:00,2023-03-19 07:25:00,0.006666666666666667,2023-04-03 06:23:00,2023-04-03 07:48:00,85.0,6.51,21623.0
J134,M03,Failed,2023-03-19 06:10:00,2023-03-19 07:21:00,1.0,2023-04-02 06:50:00,2023-04-02 08:01:00,71.0,13.03,20200.0
J135,M01,Completed,2023-03-19 06:20:00,2023-03-19 06:43:00,0.013333333333333334,2023-04-03 06:00:00,2023-04-03 06:23:00,23.0,8.31,21580.0
J136,M04,Completed,2023-03-19 06:30:00,2023-03-19 07:48:00,0.006666666666666667,2023-04-02 14:40:00,2023-04-02 15:58:00,78.0,2.59,20650.0
J137,M01,Completed,2023-03-19 06:40:00,2023-03-19 08:11:00,0.0,2023-04-03 04:29:00,2023-04-03 06:00:00,91.0,11.79,21469.0
J138,M03,Delayed,2023-03-19 06:50:00,2023-03-19 07:55:00,1.0,2023-04-02 05:45:00,2023-04-02 06:50:00,65.0,11.48,20095.0
J139,M03,Completed,2023-03-19 07:00:00,2023-03-19 07:45:00,0.006666666666666667,2023-04-02 05:00:00,2023-04-02 05:45:00,45.0,4.48,20040.0
J140,M05,Completed,2023-03-19 07:10:00,2023-03-19 08:50:00,0.0,2023-04-02 10:48:00,2023-04-02 12:28:00,100.0,8.54,20378.0
J141,M03,Completed,2023-03-19 07:20:00,2023-03-19 09:00:00,0.006666666666666667,2023-04-02 03:20:00,2023-04-02 05:00:00,100.0,6.0,19920.0
J142,M03,Completed,2023-03-19 07:30:00,2023-03-19 09:20:00,0.006666666666666667,2023-04-02 01:30:00,2023-04-02 03:20:00,110.0,3.75,19800.0
J143,M03,Delayed,2023-03-19 07:40:00,2023-03-19 08:13:00,1.0,2023-04-02 00:57:00,2023-04-02 01:30:00,33.0,4.28,19757.0
J144,M03,Completed,2023-03-19 07:50:00,2023-03-19 08:37:00,0.02,2023-04-02 00:10:00,2023-04-02 00:57:00,47.0,6.24,19700.0
J145,M05,Completed,2023-03-19 08:00:00,2023-03-19 08:22:00,0.0,2023-04-02 10:26:00,2023-04-02 10:48:00,22.0,7.26,20306.0
J146,M01,Failed,2023-03-19 08:10:00,2023-03-19 09:12:00,0.9866666666666667,2023-04-03 03:27:00,2023-04-03 04:29:00,62.0,2.21,21317.0
J147,M03,Delayed,2023-03-19 08:20:00,2023-03-19 08:49:00,0.9866666666666667,2023-04-01 23:41:00,2023-04-02 00:10:00,29.0,11.1,19641.0
J148,M01,Completed,2023-03-19 08:30:00,2023-03-19 09:09:00,0.0,2023-04-03 02:48:00,2023-04-03 03:27:00,39.0,9.65,21258.0
J149,M05,Failed,2023-03-19 08:40:00,2023-03-19 10:20:00,0.9733333333333334,2023-04-02 08:46:00,2023-04-02 10:26:00,100.0,11.84,20166.0
J150,M03,Delayed,2023-03-19 08:50:00,2023-03-19 09:43:00,1.0,2023-04-01 22:48:00,2023-04-01 23:41:00,53.0,12.4,19558.0
J151,M02,Failed,2023-03-19 09:00:00,2023-03-19 09:20:00,0.9533333333333334,2023-04-03 10:37:00,2023-04-03 10:57:00,20.0,13.63,21697.0
J152,M05,Completed,2023-03-19 09:10:00,2023-03-19 10:56:00,0.013333333333333334,2023-04-02 07:00:00,2023-04-02 08:46:00,106.0,9.32,20030.0
J153,M05,Completed,2023-03-19 09:20:00,2023-03-19 10:26:00,0.0,2023-04-02 05:54:00,2023-04-02 07:00:00,66.0,5.45,19954.0
J154,M02,Completed,2023-03-19 09:30:00,2023-03-19 11:21:00,0.006666666666666667,2023-04-03 08:46:00,2023-04-03 10:37:00,111.0,7.67,21556.0
J155,M03,Completed,2023-03-19 09:40:00,2023-03-19 10:20:00,0.03333333333333333,2023-04-01 22:08:00,2023-04-01 22:48:00,40.0,9.87,19468.0
J156,M04,Failed,2023-03-19 09:50:00,2023-03-19 10:59:00,0.9933333333333333,2023-04-02 13:31:00,2023-04-02 14:40:00,69.0,14.55,20381.0
J157,M03,Completed,2023-03-19 10:00:00,2023-03-19 10:59:00,0.0,2023-04-01 21:09:00,2023-04-01 22:08:00,59.0,8.16,19389.0
J158,M05,Completed,2023-03-19 10:10:00,2023-03-19 12:03:00,0.0,2023-04-02 04:01:00,2023-04-02 05:54:00,113.0,7.69,19791.0
J159,M02,Completed,2023-03-19 10:20:00,2023-03-19 11:06:00,0.0,2023-04-03 08:00:00,2023-04-03 08:46:00,46.0,3.01,21460.0
J160,M01,Completed,2023-03-19 10:30:00,2023-03-19 12:28:00,0.006666666666666667,2023-04-03 00:50:00,2023-04-03 02:48:00,118.0,9.57,21020.0
J161,M04,Completed,2023-03-19 10:40:00,2023-03-19 11:34:00,0.0,2023-04-02 12:37:00,2023-04-02 13:31:00,54.0,10.3,20277.0
J162,M01,Completed,2023-03-19 10:50:00,2023-03-19 11:48:00,0.0,2023-04-02 23:52:00,2023-04-03 00:50:00,58.0,11.7,20942.0
J163,M01,Completed,2023-03-19 11:00:00,2023-03-19 11:43:00,0.0,2023-04-02 23:09:00,2023-04-02 23:52:00,43.0,10.4,20889.0
J164,M05,Delayed,2023-03-19 11:10:00,2023-03-19 12:06:00,0.9933333333333333,2023-04-02 03:05:00,2023-04-02 04:01:00,56.0,4.22,19675.0
J165,M04,Completed,2023-03-19 11:20:00,2023-03-19 11:49:00,0.0,2023-04-02 12:08:00,2023-04-02 12:37:00,29.0,7.32,20208.0
J166,M04,Failed,2023-03-19 11:30:00,2023-03-19 12:31:00,0.9933333333333333,2023-04-02 11:07:00,2023-04-02 12:08:00,61.0,11.52,20137.0
J167,M01,Completed,2023-03-19 11:40:00,2023-03-19 12:15:00,0.006666666666666667,2023-04-02 22:34:00,2023-04-02 23:09:00,35.0,7.2,20814.0
J168,M03,Delayed,2023-03-19 11:50:00,2023-03-19 12:27:00,0.9733333333333334,2023-04-01 20:32:00,2023-04-01 21:09:00,37.0,12.54,19242.0
J169,M03,Completed,2023-03-19 12:00:00,2023-03-19 12:23:00,0.0,2023-04-01 20:09:00,2023-04-01 20:32:00,23.0,7.11,19209.0
