Job_ID,Machine_ID,Job_Status,orig_Scheduled_start,orig_Scheduled_end,pred_abnormal_prob,priority_score,optimized_start,optimized_end,Processing_Time,Energy_Consumption
J783,M01,Completed,2023-03-23 18:20:00,2023-03-23 19:33:00,0.0,0.36197062044660633,2023-03-23 19:55:00,2023-03-23 21:08:00,73.0,12.23
J796,M01,Failed,2023-03-23 20:30:00,2023-03-23 22:29:00,0.8933333333333333,0.5898288083542778,2023-03-23 21:08:00,2023-03-23 23:07:00,119.0,11.52
J800,M01,Delayed,2023-03-23 21:10:00,2023-03-23 23:06:00,1.0,0.6036255321978371,2023-03-23 23:07:00,2023-03-24 01:03:00,116.0,10.24
J795,M01,Delayed,2023-03-23 20:20:00,2023-03-23 22:09:00,1.0,0.5044128551797544,2023-03-24 01:03:00,2023-03-24 02:52:00,109.0,3.07
J818,M01,Completed,2023-03-24 00:10:00,2023-03-24 01:11:00,0.0,0.41853564905354435,2023-03-24 02:52:00,2023-03-24 03:53:00,61.0,11.59
J835,M01,Completed,2023-03-24 03:00:00,2023-03-24 04:00:00,0.0,0.45638761512631915,2023-03-24 03:53:00,2023-03-24 04:53:00,60.0,13.14
J842,M01,Delayed,2023-03-24 04:10:00,2023-03-24 05:38:00,1.0,0.8223045891196695,2023-03-24 04:53:00,2023-03-24 06:21:00,88.0,13.86
J811,M01,Completed,2023-03-23 23:00:00,2023-03-23 23:29:00,0.0,0.3569300003986522,2023-03-24 06:21:00,2023-03-24 06:50:00,29.0,7.98
J724,M01,Completed,2023-03-23 08:30:00,2023-03-23 09:02:00,0.006666666666666667,0.3527242083517512,2023-03-24 06:50:00,2023-03-24 07:22:00,32.0,9.08
J679,M01,Completed,2023-03-23 01:00:00,2023-03-23 02:16:00,0.006666666666666667,0.349332413517092,2023-03-24 07:22:00,2023-03-24 08:38:00,76.0,10.69
J862,M01,Delayed,2023-03-24 07:30:00,2023-03-24 08:26:00,0.9933333333333333,0.6156145486980222,2023-03-24 08:38:00,2023-03-24 09:34:00,56.0,2.5
J870,M01,Completed,2023-03-24 08:50:00,2023-03-24 10:09:00,0.0,0.3753611978913405,2023-03-24 09:34:00,2023-03-24 10:53:00,79.0,12.19
J640,M01,Completed,2023-03-22 18:30:00,2023-03-22 19:06:00,0.0,0.3423578298034965,2023-03-24 10:53:00,2023-03-24 11:29:00,36.0,6.59
J827,M01,Completed,2023-03-24 01:40:00,2023-03-24 03:19:00,0.013333333333333334,0.33600760186858125,2023-03-24 11:29:00,2023-03-24 13:08:00,99.0,12.67
J890,M01,Completed,2023-03-24 12:10:00,2023-03-24 12:40:00,0.0,0.4863101083299458,2023-03-24 13:08:00,2023-03-24 13:38:00,30.0,13.66
J894,M01,Completed,2023-03-24 12:50:00,2023-03-24 13:58:00,0.0,0.36740137157281016,2023-03-24 13:38:00,2023-03-24 14:46:00,68.0,12.26
J822,M01,Completed,2023-03-24 00:50:00,2023-03-24 02:20:00,0.02,0.3294900782971461,2023-03-24 14:46:00,2023-03-24 16:16:00,90.0,12.86
J906,M01,Delayed,2023-03-24 14:50:00,2023-03-24 15:50:00,1.0,0.5904946634003223,2023-03-24 16:16:00,2023-03-24 17:16:00,60.0,3.92
J916,M01,Completed,2023-03-24 16:30:00,2023-03-24 17:01:00,0.006666666666666667,0.3462228083603737,2023-03-24 17:16:00,2023-03-24 17:47:00,31.0,8.94
J832,M01,Completed,2023-03-24 02:30:00,2023-03-24 04:10:00,0.0,0.32671022195577315,2023-03-24 17:47:00,2023-03-24 19:27:00,100.0,12.13
J932,M01,Failed,2023-03-24 19:10:00,2023-03-24 19:51:00,0.9933333333333333,0.7324586829266416,2023-03-24 19:27:00,2023-03-24 20:08:00,41.0,8.53
J929,M01,Failed,2023-03-24 18:40:00,2023-03-24 20:15:00,0.9666666666666667,0.6697227065259517,2023-03-24 20:08:00,2023-03-24 21:43:00,95.0,7.99
J735,M01,Completed,2023-03-23 10:20:00,2023-03-23 11:14:00,0.013333333333333334,0.32244878192769744,2023-03-24 21:43:00,2023-03-24 22:37:00,54.0,6.6
J670,M01,Completed,2023-03-22 23:30:00,2023-03-23 00:54:00,0.013333333333333334,0.3183591824425024,2023-03-24 22:37:00,2023-03-25 00:01:00,84.0,10.61
J956,M01,Completed,2023-03-24 23:10:00,2023-03-25 00:01:00,0.0,0.30356425759278377,2023-03-25 00:01:00,2023-03-25 00:52:00,51.0,7.12
J962,M01,Completed,2023-03-25 00:10:00,2023-03-25 01:17:00,0.0,0.32371699873183957,2023-03-25 00:52:00,2023-03-25 01:59:00,67.0,10.74
J652,M01,Completed,2023-03-22 20:30:00,2023-03-22 20:55:00,0.0,0.2974544495383043,2023-03-25 01:59:00,2023-03-25 02:24:00,25.0,3.47
J688,M01,Completed,2023-03-23 02:30:00,2023-03-23 03:32:00,0.0,0.29492302072970755,2023-03-25 02:24:00,2023-03-25 03:26:00,62.0,7.47
J977,M01,Failed,2023-03-25 02:40:00,2023-03-25 03:58:00,0.9866666666666667,0.6256658140988892,2023-03-25 03:26:00,2023-03-25 04:44:00,78.0,7.0
J982,M01,Completed,2023-03-25 03:30:00,2023-03-25 03:57:00,0.013333333333333334,0.467107386796275,2023-03-25 04:44:00,2023-03-25 05:11:00,27.0,13.25
J371,M01,Completed,2023-03-20 21:40:00,2023-03-20 22:12:00,0.0,0.28871354948489913,2023-03-25 05:11:00,2023-03-25 05:43:00,32.0,4.38
J703,M01,Completed,2023-03-23 05:00:00,2023-03-23 05:41:00,0.0,0.2854479568192955,2023-03-25 05:43:00,2023-03-25 06:24:00,41.0,7.52
J495,M01,Completed,2023-03-21 18:20:00,2023-03-21 19:04:00,0.0,0.28483285313928347,2023-03-25 06:24:00,2023-03-25 07:08:00,44.0,6.16
J256,M01,Completed,2023-03-20 02:30:00,2023-03-20 03:30:00,0.006666666666666667,0.2787556168692022,2023-03-25 07:08:00,2023-03-25 08:08:00,60.0,4.89
J606,M01,Completed,2023-03-22 12:50:00,2023-03-22 14:33:00,0.0,0.2763527979436759,2023-03-25 08:08:00,2023-03-25 09:51:00,103.0,11.35
J823,M01,Completed,2023-03-24 01:00:00,2023-03-24 02:34:00,0.0,0.2756821815436131,2023-03-25 09:51:00,2023-03-25 11:25:00,94.0,8.95
J241,M01,Completed,2023-03-20 00:00:00,2023-03-20 01:35:00,0.02,0.2738138213523055,2023-03-25 11:25:00,2023-03-25 13:00:00,95.0,9.52
J308,M01,Completed,2023-03-20 11:10:00,2023-03-20 12:00:00,0.0,0.27238242096957593,2023-03-25 13:00:00,2023-03-25 13:50:00,50.0,3.41
J248,M01,Completed,2023-03-20 01:10:00,2023-03-20 02:01:00,0.0,0.2686943148124031,2023-03-25 13:50:00,2023-03-25 14:41:00,51.0,5.84
J416,M01,Completed,2023-03-21 05:10:00,2023-03-21 06:57:00,0.0,0.2669041106894943,2023-03-25 14:41:00,2023-03-25 16:28:00,107.0,11.97
J614,M01,Completed,2023-03-22 14:10:00,2023-03-22 15:27:00,0.0,0.26631895466754507,2023-03-25 16:28:00,2023-03-25 17:45:00,77.0,5.71
J927,M01,Completed,2023-03-24 18:20:00,2023-03-24 19:20:00,0.0,0.26590350200465696,2023-03-25 17:45:00,2023-03-25 18:45:00,60.0,6.27
J381,M01,Completed,2023-03-20 23:20:00,2023-03-21 00:49:00,0.0,0.26550200867663476,2023-03-25 18:45:00,2023-03-25 20:14:00,89.0,7.85
J541,M01,Completed,2023-03-22 02:00:00,2023-03-22 02:53:00,0.0,0.26412214421714747,2023-03-25 20:14:00,2023-03-25 21:07:00,53.0,4.45
